date,district_id,dengue_cases,malaria_cases,diarrhea_cases,total_fever_cases
2025-09-30,RJ-JD,47,22,50,112
2025-10-01,RJ-JD,14,9,34,57
2025-10-02,RJ-JD,16,9,32,57
2025-10-03,RJ-JD,9,17,15,66
2025-10-04,RJ-JD,15,3,18,50
2025-10-05,RJ-JD,8,7,17,41
2025-10-06,RJ-JD,3,9,14,56
2025-10-07,RJ-JD,8,1,23,39
2025-10-08,RJ-JD,3,4,33,53
2025-10-09,RJ-JD,4,2,18,43
2025-10-10,RJ-JD,2,0,36,45
2025-10-11,RJ-JD,0,0,17,35
2025-10-12,RJ-JD,0,0,11,39
2025-10-13,RJ-JD,0,0,12,45
2025-10-14,RJ-JD,0,0,11,42
2025-10-15,RJ-JD,0,0,26,48
2025-10-16,RJ-JD,0,0,13,37
2025-10-17,RJ-JD,0,0,43,35
2025-10-18,RJ-JD,0,0,70,39
2025-10-19,RJ-JD,0,0,13,38
2025-10-20,RJ-JD,0,0,21,34
2025-10-21,RJ-JD,0,0,16,33
2025-10-22,RJ-JD,0,0,9,32
2025-10-23,RJ-JD,0,0,14,44
2025-10-24,RJ-JD,0,0,20,25
2025-10-25,RJ-JD,0,0,16,43
2025-10-26,RJ-JD,0,0,13,32
2025-10-27,RJ-JD,0,0,23,37
2025-10-28,RJ-JD,0,0,12,31
2025-10-29,RJ-JD,0,0,40,36
2025-10-30,RJ-JD,0,0,8,34
2025-10-31,RJ-JD,0,0,33,32
2025-11-01,RJ-JD,0,0,19,43
2025-11-02,RJ-JD,0,0,35,37
2025-11-03,RJ-JD,0,0,14,43
2025-11-04,RJ-JD,0,0,12,40
2025-11-05,RJ-JD,0,0,16,30
2025-11-06,RJ-JD,0,0,6,32
2025-11-07,RJ-JD,0,0,16,39
2025-11-08,RJ-JD,0,0,18,32
2025-11-09,RJ-JD,0,0,21,31
2025-11-10,RJ-JD,0,0,28,46
2025-11-11,RJ-JD,0,0,16,30
2025-11-12,RJ-JD,0,0,22,32
2025-11-13,RJ-JD,0,0,39,31
2025-11-14,RJ-JD,0,0,25,41
2025-11-15,RJ-JD,0,0,28,37
2025-11-16,RJ-JD,0,0,27,26
2025-11-17,RJ-JD,0,0,37,39
2025-11-18,RJ-JD,0,0,33,34
2025-11-19,RJ-JD,0,0,20,31
2025-11-20,RJ-JD,0,0,23,35
2025-11-21,RJ-JD,0,0,37,35
2025-11-22,RJ-JD,0,0,30,29
2025-11-23,RJ-JD,0,0,13,38
2025-11-24,RJ-JD,0,0,10,37
2025-11-25,RJ-JD,0,0,31,35
2025-11-26,RJ-JD,0,0,14,22
2025-11-27,RJ-JD,0,0,28,28
2025-11-28,RJ-JD,0,0,21,26
2025-11-29,RJ-JD,0,0,14,29
2025-11-30,RJ-JD,0,0,18,31
2025-12-01,RJ-JD,0,0,12,28
2025-12-02,RJ-JD,0,0,28,35
2025-12-03,RJ-JD,0,0,14,33
2025-12-04,RJ-JD,0,0,12,36
2025-12-05,RJ-JD,0,0,5,35
2025-12-06,RJ-JD,0,0,18,44
2025-12-07,RJ-JD,0,0,24,37
2025-12-08,RJ-JD,0,0,33,33
2025-12-09,RJ-JD,0,0,20,35
2025-12-10,RJ-JD,0,0,19,36
2025-12-11,RJ-JD,0,0,21,36
2025-12-12,RJ-JD,0,0,25,31
2025-12-13,RJ-JD,0,0,18,39
2025-12-14,RJ-JD,0,0,19,29
2025-12-15,RJ-JD,0,0,16,43
2025-12-16,RJ-JD,0,0,15,52
2025-12-17,RJ-JD,0,0,12,28
2025-12-18,RJ-JD,0,0,24,38
2025-12-19,RJ-JD,0,0,19,34
2025-12-20,RJ-JD,0,0,17,35
2025-12-21,RJ-JD,0,0,11,29
2025-12-22,RJ-JD,0,0,21,30
2025-12-23,RJ-JD,0,0,16,48
2025-12-24,RJ-JD,0,0,12,33
2025-12-25,RJ-JD,0,0,28,41
2025-12-26,RJ-JD,0,0,10,34
2025-12-27,RJ-JD,0,0,11,31
2025-12-28,RJ-JD,0,0,10,32
2025-12-29,RJ-JD,0,0,18,27
2025-12-30,RJ-JD,0,0,31,39
2025-12-31,RJ-JD,0,0,30,34
2026-01-01,RJ-JD,0,0,40,30
2026-01-02,RJ-JD,0,0,24,38
2026-01-03,RJ-JD,0,0,10,42
2026-01-04,RJ-JD,0,0,25,36
2025-01-05,RJ-UD,0,0,14,37
2025-01-06,RJ-UD,0,0,7,42
2025-01-07,RJ-UD,0,0,9,37
2025-01-08,RJ-UD,0,0,24,29
2025-01-09,RJ-UD,0,0,14,31
2025-01-10,RJ-UD,0,0,8,30
2025-01-11,RJ-UD,0,0,19,36
2025-01-12,RJ-UD,0,0,15,32
2025-01-13,RJ-UD,0,0,13,28
2025-01-14,RJ-UD,0,0,9,34
2025-01-15,RJ-UD,0,0,12,29
2025-01-16,RJ-UD,0,0,15,20
2025-01-17,RJ-UD,0,0,37,30
2025-01-18,RJ-UD,0,0,16,25
2025-01-19,RJ-UD,0,0,12,26
2025-01-20,RJ-UD,0,0,10,32
2025-01-21,RJ-UD,0,0,12,29
2025-01-22,RJ-UD,0,0,17,32
2025-01-23,RJ-UD,0,0,12,23
2025-01-24,RJ-UD,0,0,7,25
2025-01-25,RJ-UD,0,0,14,38
2025-01-26,RJ-UD,0,0,29,36
2025-01-27,RJ-UD,0,0,14,26
2025-01-28,RJ-UD,0,0,9,37
2025-01-29,RJ-UD,0,0,21,30
2025-01-30,RJ-UD,0,0,9,27
2025-01-31,RJ-UD,0,0,27,37
2025-02-01,RJ-UD,0,0,21,27
2025-02-02,RJ-UD,0,0,14,34
2025-02-03,RJ-UD,0,0,8,36
2025-02-04,RJ-UD,0,0,11,31
2025-02-05,RJ-UD,0,0,9,20
2025-02-06,RJ-UD,0,0,15,28
2025-02-07,RJ-UD,0,0,9,34
2025-02-08,RJ-UD,0,0,17,29
2025-02-09,RJ-UD,0,0,11,34
2025-02-10,RJ-UD,0,0,10,29
2025-02-11,RJ-UD,0,0,21,26
2025-02-12,RJ-UD,0,0,22,27
2025-02-13,RJ-UD,0,0,19,32
2025-02-14,RJ-UD,0,0,10,29
2025-02-15,RJ-UD,0,0,13,40
2025-02-16,RJ-UD,0,0,16,32
2025-02-17,RJ-UD,0,0,18,28
2025-02-18,RJ-UD,0,0,11,30
2025-02-19,RJ-UD,0,0,15,30
2025-02-20,RJ-UD,0,0,22,31
2025-02-21,RJ-UD,0,0,13,24
2025-02-22,RJ-UD,0,0,6,23
2025-02-23,RJ-UD,0,0,33,25
2025-02-24,RJ-UD,0,0,13,26
2025-02-25,RJ-UD,0,0,17,44
2025-02-26,RJ-UD,0,0,11,35
2025-02-27,RJ-UD,0,0,17,26
2025-02-28,RJ-UD,0,0,24,38
2025-03-01,RJ-UD,0,0,26,25
2025-03-02,RJ-UD,0,0,36,29
2025-03-03,RJ-UD,0,0,20,33
2025-03-04,RJ-UD,0,0,44,37
2025-03-05,RJ-UD,0,0,43,34
2025-03-06,RJ-UD,0,0,13,21
2025-03-07,RJ-UD,0,0,44,28
2025-03-08,RJ-UD,0,0,20,28
2025-03-09,RJ-UD,0,0,50,44
2025-03-10,RJ-UD,0,0,49,30
2025-03-11,RJ-UD,0,0,63,24
2025-03-12,RJ-UD,0,0,39,27
2025-03-13,RJ-UD,0,0,49,29
2025-03-14,RJ-UD,0,0,14,32
2025-03-15,RJ-UD,0,0,58,23
2025-03-16,RJ-UD,0,0,25,36
2025-03-17,RJ-UD,0,0,28,32
2025-03-18,RJ-UD,0,0,35,23
2025-03-19,RJ-UD,0,0,55,37
2025-03-20,RJ-UD,0,0,52,29
2025-03-21,RJ-UD,0,0,68,29
2025-03-22,RJ-UD,0,0,28,28
2025-03-23,RJ-UD,0,0,24,33
2025-03-24,RJ-UD,0,0,30,40
2025-03-25,RJ-UD,0,0,58,34
2025-03-26,RJ-UD,0,0,68,38
2025-03-27,RJ-UD,0,0,35,34
2025-03-28,RJ-UD,0,0,55,27
2025-03-29,RJ-UD,0,0,50,21
2025-03-30,RJ-UD,0,0,38,39
2025-03-31,RJ-UD,0,0,47,25
2025-04-01,RJ-UD,0,0,75,25
2025-04-02,RJ-UD,0,0,27,26
2025-04-03,RJ-UD,0,0,58,33
2025-04-04,RJ-UD,0,0,38,34
2025-04-05,RJ-UD,0,0,47,49
2025-04-06,RJ-UD,0,0,26,32
2025-04-07,RJ-UD,0,0,37,32
2025-04-08,RJ-UD,0,0,43,37
2025-04-09,RJ-UD,0,0,49,34
2025-04-10,RJ-UD,0,0,15,26
2025-04-11,RJ-UD,0,0,27,30
2025-04-12,RJ-UD,0,0,39,29
2025-04-13,RJ-UD,0,0,55,26
2025-04-14,RJ-UD,0,0,57,34
2025-04-15,RJ-UD,0,0,20,29
2025-04-16,RJ-UD,0,0,66,21
2025-04-17,RJ-UD,0,0,34,27
2025-04-18,RJ-UD,0,0,40,28
2025-04-19,RJ-UD,0,0,39,20
2025-04-20,RJ-UD,0,0,7,30
2025-04-21,RJ-UD,0,0,22,38
2025-04-22,RJ-UD,0,0,17,31
2025-04-23,RJ-UD,0,0,52,27
2025-04-24,RJ-UD,0,0,86,21
2025-04-25,RJ-UD,0,0,55,41
2025-04-26,RJ-UD,0,0,50,31
2025-04-27,RJ-UD,0,0,19,33
2025-04-28,RJ-UD,0,0,41,30
2025-04-29,RJ-UD,0,0,29,37
2025-04-30,RJ-UD,0,0,51,28
2025-05-01,RJ-UD,0,0,47,28
2025-05-02,RJ-UD,0,0,44,25
2025-05-03,RJ-UD,0,0,40,32
2025-05-04,RJ-UD,0,0,63,29
2025-05-05,RJ-UD,0,0,42,40
2025-05-06,RJ-UD,0,0,32,32
2025-05-07,RJ-UD,0,0,21,35
2025-05-08,RJ-UD,0,0,15,31
2025-05-09,RJ-UD,0,0,50,29
2025-05-10,RJ-UD,0,0,21,30
2025-05-11,RJ-UD,0,0,34,21
2025-05-12,RJ-UD,0,0,65,33
2025-05-13,RJ-UD,0,0,66,45
2025-05-14,RJ-UD,0,0,20,26
2025-05-15,RJ-UD,0,0,32,43
2025-05-16,RJ-UD,0,0,75,33
2025-05-17,RJ-UD,0,0,13,28
2025-05-18,RJ-UD,0,0,37,25
2025-05-19,RJ-UD,0,0,69,27
2025-05-20,RJ-UD,0,0,37,28
2025-05-21,RJ-UD,0,0,50,33
2025-05-22,RJ-UD,0,0,48,35
2025-05-23,RJ-UD,0,0,104,36
2025-05-24,RJ-UD,0,0,59,29
2025-05-25,RJ-UD,0,0,35,29
2025-05-26,RJ-UD,0,0,37,29
2025-05-27,RJ-UD,0,0,55,20
2025-05-28,RJ-UD,0,0,25,35
2025-05-29,RJ-UD,0,0,16,35
2025-05-30,RJ-UD,0,0,86,30
2025-05-31,RJ-UD,0,0,15,36
2025-06-01,RJ-UD,0,0,32,33
2025-06-02,RJ-UD,0,0,22,30
2025-06-03,RJ-UD,0,0,31,25
2025-06-04,RJ-UD,0,0,58,25
2025-06-05,RJ-UD,0,0,24,30
2025-06-06,RJ-UD,0,0,33,33
2025-06-07,RJ-UD,0,0,72,37
2025-06-08,RJ-UD,0,0,30,29
2025-06-09,RJ-UD,0,0,37,27
2025-06-10,RJ-UD,0,0,23,25
2025-06-11,RJ-UD,0,0,41,24
2025-06-12,RJ-UD,0,0,18,30
2025-06-13,RJ-UD,0,0,100,34
2025-06-14,RJ-UD,0,0,17,19
2025-06-15,RJ-UD,0,0,19,30
2025-06-16,RJ-UD,0,0,42,35
2025-06-17,RJ-UD,0,0,16,40
2025-06-18,RJ-UD,0,0,62,19
2025-06-19,RJ-UD,0,0,73,32
2025-06-20,RJ-UD,0,0,67,42
2025-06-21,RJ-UD,0,0,82,21
2025-06-22,RJ-UD,0,0,69,29
2025-06-23,RJ-UD,0,0,32,41
2025-06-24,RJ-UD,0,0,110,24
2025-06-25,RJ-UD,0,0,13,29
2025-06-26,RJ-UD,0,0,57,38
2025-06-27,RJ-UD,0,0,44,27
2025-06-28,RJ-UD,0,0,49,45
2025-06-29,RJ-UD,0,0,19,31
2025-06-30,RJ-UD,0,0,29,29
2025-07-01,RJ-UD,1,1,50,37
2025-07-02,RJ-UD,1,0,40,30
2025-07-03,RJ-UD,2,0,16,31
2025-07-04,RJ-UD,2,3,38,43
2025-07-05,RJ-UD,4,2,30,29
2025-07-06,RJ-UD,11,1,37,39
2025-07-07,RJ-UD,11,3,41,39
2025-07-08,RJ-UD,13,5,28,46
2025-07-09,RJ-UD,8,6,40,55
2025-07-10,RJ-UD,10,7,42,57
2025-07-11,RJ-UD,16,6,22,52
2025-07-12,RJ-UD,50,10,54,93
2025-07-13,RJ-UD,10,20,40,63
2025-07-14,RJ-UD,21,6,22,64
2025-07-15,RJ-UD,16,16,54,65
2025-07-16,RJ-UD,34,12,42,80
2025-07-17,RJ-UD,41,11,16,74
2025-07-18,RJ-UD,11,8,40,52
2025-07-19,RJ-UD,18,10,33,61
2025-07-20,RJ-UD,18,7,47,51
2025-07-21,RJ-UD,4,9,40,45
2025-07-22,RJ-UD,21,5,51,51
2025-07-23,RJ-UD,14,6,55,61
2025-07-24,RJ-UD,6,6,31,45
2025-07-25,RJ-UD,16,8,32,56
2025-07-26,RJ-UD,13,5,27,52
2025-07-27,RJ-UD,18,16,36,62
2025-07-28,RJ-UD,48,24,32,100
2025-07-29,RJ-UD,25,26,37,81
2025-07-30,RJ-UD,14,13,37,54
2025-07-31,RJ-UD,38,13,58,79
2025-08-01,RJ-UD,19,15,34,59
2025-08-02,RJ-UD,38,13,51,81
2025-08-03,RJ-UD,31,6,53,72
2025-08-04,RJ-UD,26,13,80,75
2025-08-05,RJ-UD,18,12,31,58
2025-08-06,RJ-UD,13,2,61,46
2025-08-07,RJ-UD,15,8,26,60
2025-08-08,RJ-UD,25,6,36,60
2025-08-09,RJ-UD,22,9,39,57
2025-08-10,RJ-UD,12,15,48,50
2025-08-11,RJ-UD,12,12,37,57
2025-08-12,RJ-UD,18,32,48,81
2025-08-13,RJ-UD,55,14,52,102
2025-08-14,RJ-UD,15,26,41,72
2025-08-15,RJ-UD,13,16,38,57
2025-08-16,RJ-UD,12,11,56,53
2025-08-17,RJ-UD,25,14,41,76
2025-08-18,RJ-UD,38,3,41,66
2025-08-19,RJ-UD,59,22,34,116
2025-08-20,RJ-UD,10,8,39,52
2025-08-21,RJ-UD,30,26,49,80
2025-08-22,RJ-UD,27,9,23,64
2025-08-23,RJ-UD,17,9,33,50
2025-08-24,RJ-UD,42,3,38,80
2025-08-25,RJ-UD,42,12,38,91
2025-08-26,RJ-UD,27,3,31,62
2025-08-27,RJ-UD,35,3,34,69
2025-08-28,RJ-UD,42,8,15,86
2025-08-29,RJ-UD,56,5,67,94
2025-08-30,RJ-UD,14,9,39,55
2025-08-31,RJ-UD,52,22,34,111
2025-09-01,RJ-UD,12,7,44,49
2025-09-02,RJ-UD,9,6,24,47
2025-09-03,RJ-UD,15,22,19,66
2025-09-04,RJ-UD,43,11,53,82
2025-09-05,RJ-UD,37,4,52,71
2025-09-06,RJ-UD,22,18,32,74
2025-09-07,RJ-UD,14,7,29,53
2025-09-08,RJ-UD,13,4,32,50
2025-09-09,RJ-UD,16,2,65,36
2025-09-10,RJ-UD,15,8,102,47
2025-09-11,RJ-UD,10,4,22,39
2025-09-12,RJ-UD,10,4,22,49
2025-09-13,RJ-UD,17,1,57,53
2025-09-14,RJ-UD,12,14,16,50
2025-09-15,RJ-UD,8,3,60,40
2025-09-16,RJ-UD,6,1,66,39
2025-09-17,RJ-UD,16,3,24,47
2025-09-18,RJ-UD,4,7,60,39
2025-09-19,RJ-UD,20,6,27,59
2025-09-20,RJ-UD,15,7,33,53
2025-09-21,RJ-UD,64,1,39,98
2025-09-22,RJ-UD,25,6,52,55
2025-09-23,RJ-UD,14,17,39,66
2025-09-24,RJ-UD,20,7,31,60
2025-09-25,RJ-UD,13,2,51,59
2025-09-26,RJ-UD,15,35,34,90
2025-09-27,RJ-UD,17,8,43,51
2025-09-28,RJ-UD,35,5,19,65
2025-09-29,RJ-UD,36,19,32,84
2025-09-30,RJ-UD,13,7,31,52
2025-10-01,RJ-UD,23,17,32,65
2025-10-02,RJ-UD,27,14,17,76
2025-10-03,RJ-UD,34,8,15,69
2025-10-04,RJ-UD,23,32,20,87
2025-10-05,RJ-UD,16,5,58,52
2025-10-06,RJ-UD,43,6,19,81
2025-10-07,RJ-UD,18,8,5,51
2025-10-08,RJ-UD,7,5,31,51
2025-10-09,RJ-UD,9,2,13,53
2025-10-10,RJ-UD,7,3,13,40
2025-10-11,RJ-UD,15,1,12,42
2025-10-12,RJ-UD,3,2,10,40
2025-10-13,RJ-UD,2,0,16,39
2025-10-14,RJ-UD,0,0,13,25
2025-10-15,RJ-UD,0,0,19,32
2025-10-16,RJ-UD,0,0,18,25
2025-10-17,RJ-UD,0,0,12,36
2025-10-18,RJ-UD,0,0,19,28
2025-10-19,RJ-UD,0,0,11,43
2025-10-20,RJ-UD,0,0,15,31
2025-10-21,RJ-UD,0,0,15,36
2025-10-22,RJ-UD,0,0,13,30
2025-10-23,RJ-UD,0,0,9,27
2025-10-24,RJ-UD,0,0,23,37
2025-10-25,RJ-UD,0,0,19,32
2025-10-26,RJ-UD,0,0,35,40
2025-10-27,RJ-UD,0,0,12,23
2025-10-28,RJ-UD,0,0,13,30
2025-10-29,RJ-UD,0,0,25,28
2025-10-30,RJ-UD,0,0,12,38
2025-10-31,RJ-UD,0,0,18,34
2025-11-01,RJ-UD,0,0,21,25
2025-11-02,RJ-UD,0,0,15,41
2025-11-03,RJ-UD,0,0,16,24
2025-11-04,RJ-UD,0,0,15,27
2025-11-05,RJ-UD,0,0,14,33
2025-11-06,RJ-UD,0,0,11,31
2025-11-07,RJ-UD,0,0,26,38
2025-11-08,RJ-UD,0,0,32,28
2025-11-09,RJ-UD,0,0,11,36
2025-11-10,RJ-UD,0,0,12,34
2025-11-11,RJ-UD,0,0,24,26
2025-11-12,RJ-UD,0,0,16,24
2025-11-13,RJ-UD,0,0,9,35
2025-11-14,RJ-UD,0,0,15,26
2025-11-15,RJ-UD,0,0,20,23
2025-11-16,RJ-UD,0,0,29,18
2025-11-17,RJ-UD,0,0,13,27
2025-11-18,RJ-UD,0,0,27,30
2025-11-19,RJ-UD,0,0,21,28
2025-11-20,RJ-UD,0,0,21,37
2025-11-21,RJ-UD,0,0,7,31
2025-11-22,RJ-UD,0,0,33,17
2025-11-23,RJ-UD,0,0,16,40
2025-11-24,RJ-UD,0,0,18,15
2025-11-25,RJ-UD,0,0,12,42
2025-11-26,RJ-UD,0,0,20,28
2025-11-27,RJ-UD,0,0,29,35
2025-11-28,RJ-UD,0,0,17,37
2025-11-29,RJ-UD,0,0,12,29
2025-11-30,RJ-UD,0,0,16,25
2025-12-01,RJ-UD,0,0,22,26
2025-12-02,RJ-UD,0,0,16,32
2025-12-03,RJ-UD,0,0,24,31
2025-12-04,RJ-UD,0,0,20,28
2025-12-05,RJ-UD,0,0,39,21
2025-12-06,RJ-UD,0,0,42,37
2025-12-07,RJ-UD,0,0,12,28
2025-12-08,RJ-UD,0,0,13,26
2025-12-09,RJ-UD,0,0,19,28
2025-12-10,RJ-UD,0,0,20,31
2025-12-11,RJ-UD,0,0,12,35
2025-12-12,RJ-UD,0,0,6,38
2025-12-13,RJ-UD,0,0,8,33
2025-12-14,RJ-UD,0,0,12,24
2025-12-15,RJ-UD,0,0,10,27
2025-12-16,RJ-UD,0,0,34,38
2025-12-17,RJ-UD,0,0,12,30
2025-12-18,RJ-UD,0,0,11,27
2025-12-19,RJ-UD,0,0,17,23
2025-12-20,RJ-UD,0,0,27,40
2025-12-21,RJ-UD,0,0,13,32
2025-12-22,RJ-UD,0,0,15,25
2025-12-23,RJ-UD,0,0,10,30
2025-12-24,RJ-UD,0,0,21,38
2025-12-25,RJ-UD,0,0,23,29
2025-12-26,RJ-UD,0,0,9,33
2025-12-27,RJ-UD,0,0,25,21
2025-12-28,RJ-UD,0,0,12,33
2025-12-29,RJ-UD,0,0,14,32
2025-12-30,RJ-UD,0,0,19,29
2025-12-31,RJ-UD,0,0,32,31
2026-01-01,RJ-UD,0,0,20,26
2026-01-02,RJ-UD,0,0,15,33
2026-01-03,RJ-UD,0,0,19,23
2026-01-04,RJ-UD,0,0,21,26
2025-01-05,RJ-BR,0,0,12,31
2025-01-06,RJ-BR,0,0,17,31
2025-01-07,RJ-BR,0,0,27,38
2025-01-08,RJ-BR,0,0,21,22
2025-01-09,RJ-BR,0,0,11,32
2025-01-10,RJ-BR,0,0,12,22
2025-01-11,RJ-BR,0,0,9,27
2025-01-12,RJ-BR,0,0,28,28
2025-01-13,RJ-BR,0,0,7,30
2025-01-14,RJ-BR,0,0,5,20
2025-01-15,RJ-BR,0,0,11,30
2025-01-16,RJ-BR,0,0,13,26
2025-01-17,RJ-BR,0,0,19,25
2025-01-18,RJ-BR,0,0,11,33
2025-01-19,RJ-BR,0,0,16,26
2025-01-20,RJ-BR,0,0,11,24
2025-01-21,RJ-BR,0,0,7,31
2025-01-22,RJ-BR,0,0,17,19
2025-01-23,RJ-BR,0,0,14,28
2025-01-24,RJ-BR,0,0,14,30
2025-01-25,RJ-BR,0,0,9,29
2025-01-26,RJ-BR,0,0,14,22
2025-01-27,RJ-BR,0,0,15,27
2025-01-28,RJ-BR,0,0,14,23
2025-01-29,RJ-BR,0,0,21,22
2025-01-30,RJ-BR,0,0,10,26
2025-01-31,RJ-BR,0,0,10,26
2025-02-01,RJ-BR,0,0,12,31
2025-02-02,RJ-BR,0,0,13,25
2025-02-03,RJ-BR,0,0,10,25
2025-02-04,RJ-BR,0,0,8,30
2025-02-05,RJ-BR,0,0,12,28
2025-02-06,RJ-BR,0,0,20,31
2025-02-07,RJ-BR,0,0,16,34
2025-02-08,RJ-BR,0,0,12,39
2025-02-09,RJ-BR,0,0,20,26
2025-02-10,RJ-BR,0,0,12,32
2025-02-11,RJ-BR,0,0,14,27
2025-02-12,RJ-BR,0,0,11,16
2025-02-13,RJ-BR,0,0,12,26
2025-02-14,RJ-BR,0,0,17,26
2025-02-15,RJ-BR,0,0,10,27
2025-02-16,RJ-BR,0,0,8,42
2025-02-17,RJ-BR,0,0,14,32
2025-02-18,RJ-BR,0,0,16,22
2025-02-19,RJ-BR,0,0,12,28
2025-02-20,RJ-BR,0,0,6,25
2025-02-21,RJ-BR,0,0,16,22
2025-02-22,RJ-BR,0,0,14,23
2025-02-23,RJ-BR,0,0,20,22
2025-02-24,RJ-BR,0,0,8,18
2025-02-25,RJ-BR,0,0,18,30
2025-02-26,RJ-BR,0,0,19,18
2025-02-27,RJ-BR,0,0,7,25
2025-02-28,RJ-BR,0,0,15,26
2025-03-01,RJ-BR,0,0,12,29
2025-03-02,RJ-BR,0,0,21,27
2025-03-03,RJ-BR,0,0,46,33
2025-03-04,RJ-BR,0,0,53,20
2025-03-05,RJ-BR,0,0,61,20
2025-03-06,RJ-BR,0,0,40,24
2025-03-07,RJ-BR,0,0,22,26
2025-03-08,RJ-BR,0,0,18,42
2025-03-09,RJ-BR,0,0,51,34
2025-03-10,RJ-BR,0,0,16,26
2025-03-11,RJ-BR,0,0,47,21
2025-03-12,RJ-BR,0,0,36,29
2025-03-13,RJ-BR,0,0,22,31
2025-03-14,RJ-BR,0,0,49,24
2025-03-15,RJ-BR,0,0,64,29
2025-03-16,RJ-BR,0,0,32,24
2025-03-17,RJ-BR,0,0,74,17
2025-03-18,RJ-BR,0,0,49,24
2025-03-19,RJ-BR,0,0,14,32
2025-03-20,RJ-BR,0,0,43,21
2025-03-21,RJ-BR,0,0,25,17
2025-03-22,RJ-BR,0,0,34,28
2025-03-23,RJ-BR,0,0,23,20
2025-03-24,RJ-BR,0,0,11,20
2025-03-25,RJ-BR,0,0,15,30
2025-03-26,RJ-BR,0,0,46,31
2025-03-27,RJ-BR,0,0,47,22
2025-03-28,RJ-BR,0,0,35,24
2025-03-29,RJ-BR,0,0,24,31
2025-03-30,RJ-BR,0,0,40,21
2025-03-31,RJ-BR,0,0,66,24
2025-04-01,RJ-BR,0,0,35,24
2025-04-02,RJ-BR,0,0,51,27
2025-04-03,RJ-BR,0,0,28,26
2025-04-04,RJ-BR,0,0,33,18
2025-04-05,RJ-BR,0,0,20,28
2025-04-06,RJ-BR,0,0,37,21
2025-04-07,RJ-BR,0,0,7,32
2025-04-08,RJ-BR,0,0,33,20
2025-04-09,RJ-BR,0,0,33,24
2025-04-10,RJ-BR,0,0,39,27
2025-04-11,RJ-BR,0,0,80,24
2025-04-12,RJ-BR,0,0,52,26
2025-04-13,RJ-BR,0,0,23,25
2025-04-14,RJ-BR,0,0,8,31
2025-04-15,RJ-BR,0,0,8,30
2025-04-16,RJ-BR,0,0,31,23
2025-04-17,RJ-BR,0,0,41,28
2025-04-18,RJ-BR,0,0,13,23
2025-04-19,RJ-BR,0,0,30,24
2025-04-20,RJ-BR,0,0,78,21
2025-04-21,RJ-BR,0,0,57,16
2025-04-22,RJ-BR,0,0,31,17
2025-04-23,RJ-BR,0,0,32,32
2025-04-24,RJ-BR,0,0,34,29
2025-04-25,RJ-BR,0,0,42,31
2025-04-26,RJ-BR,0,0,29,26
2025-04-27,RJ-BR,0,0,12,25
2025-04-28,RJ-BR,0,0,21,29
2025-04-29,RJ-BR,0,0,10,30
2025-04-30,RJ-BR,0,0,59,29
2025-05-01,RJ-BR,0,0,27,24
2025-05-02,RJ-BR,0,0,10,21
2025-05-03,RJ-BR,0,0,21,22
2025-05-04,RJ-BR,0,0,71,35
2025-05-05,RJ-BR,0,0,13,29
2025-05-06,RJ-BR,0,0,26,25
2025-05-07,RJ-BR,0,0,17,13
2025-05-08,RJ-BR,0,0,27,30
2025-05-09,RJ-BR,0,0,40,24
2025-05-10,RJ-BR,0,0,46,26
2025-05-11,RJ-BR,0,0,14,31
2025-05-12,RJ-BR,0,0,9,23
2025-05-13,RJ-BR,0,0,16,28
2025-05-14,RJ-BR,0,0,56,20
2025-05-15,RJ-BR,0,0,9,22
2025-05-16,RJ-BR,0,0,10,31
2025-05-17,RJ-BR,0,0,61,26
2025-05-18,RJ-BR,0,0,49,27
2025-05-19,RJ-BR,0,0,25,23
2025-05-20,RJ-BR,0,0,32,15
2025-05-21,RJ-BR,0,0,8,29
2025-05-22,RJ-BR,0,0,43,25
2025-05-23,RJ-BR,0,0,17,25
2025-05-24,RJ-BR,0,0,24,30
2025-05-25,RJ-BR,0,0,11,24
2025-05-26,RJ-BR,0,0,5,18
2025-05-27,RJ-BR,0,0,25,26
2025-05-28,RJ-BR,0,0,51,30
2025-05-29,RJ-BR,0,0,56,27
2025-05-30,RJ-BR,0,0,26,17
2025-05-31,RJ-BR,0,0,16,27
2025-06-01,RJ-BR,0,0,26,24
2025-06-02,RJ-BR,0,0,38,26
2025-06-03,RJ-BR,0,0,12,27
2025-06-04,RJ-BR,0,0,51,21
2025-06-05,RJ-BR,0,0,25,25
2025-06-06,RJ-BR,0,0,72,18
2025-06-07,RJ-BR,0,0,24,19
2025-06-08,RJ-BR,0,0,24,26
2025-06-09,RJ-BR,0,0,15,26
2025-06-10,RJ-BR,0,0,47,24
2025-06-11,RJ-BR,0,0,11,34
2025-06-12,RJ-BR,0,0,18,14
2025-06-13,RJ-BR,0,0,14,22
2025-06-14,RJ-BR,0,0,29,29
2025-06-15,RJ-BR,0,0,37,15
2025-06-16,RJ-BR,0,0,63,34
2025-06-17,RJ-BR,0,0,59,25
2025-06-18,RJ-BR,0,0,38,23
2025-06-19,RJ-BR,0,0,19,19
2025-06-20,RJ-BR,0,0,49,23
2025-06-21,RJ-BR,0,0,23,25
2025-06-22,RJ-BR,0,0,17,20
2025-06-23,RJ-BR,0,0,10,18
2025-06-24,RJ-BR,0,0,19,34
2025-06-25,RJ-BR,0,0,46,23
