date,district_id,temperature,rainfall,humidity
2025-06-26,RJ-JD,36.6,0.0,42.6
2025-06-27,RJ-JD,36.5,0.0,50.9
2025-06-28,RJ-JD,33.0,0.0,43.5
2025-06-29,RJ-JD,38.6,0.0,22.3
2025-06-30,RJ-JD,42.1,0.0,38.1
2025-07-01,RJ-JD,31.5,9.2,53.1
2025-07-02,RJ-JD,26.7,1.3,42.0
2025-07-03,RJ-JD,29.9,8.6,74.9
2025-07-04,RJ-JD,32.7,2.6,53.0
2025-07-05,RJ-JD,27.0,20.9,84.8
2025-07-06,RJ-JD,31.1,1.1,43.4
2025-07-07,RJ-JD,29.7,4.6,47.1
2025-07-08,RJ-JD,31.1,4.3,46.4
2025-07-09,RJ-JD,32.7,9.0,49.9
2025-07-10,RJ-JD,28.4,1.0,41.8
2025-07-11,RJ-JD,22.7,6.4,61.6
2025-07-12,RJ-JD,30.7,12.3,65.5
2025-07-13,RJ-JD,25.3,19.7,74.1
2025-07-14,RJ-JD,26.7,12.5,70.7
2025-07-15,RJ-JD,31.4,14.1,67.8
2025-07-16,RJ-JD,27.6,2.5,41.8
2025-07-17,RJ-JD,27.8,28.5,88.9
2025-07-18,RJ-JD,33.1,1.8,70.3
2025-07-19,RJ-JD,31.3,1.1,49.0
2025-07-20,RJ-JD,31.1,1.3,60.7
2025-07-21,RJ-JD,26.8,2.7,20.0
2025-07-22,RJ-JD,28.7,8.0,76.0
2025-07-23,RJ-JD,31.9,1.0,62.5
2025-07-24,RJ-JD,34.2,9.2,59.0
2025-07-25,RJ-JD,28.1,2.7,37.4
2025-07-26,RJ-JD,33.5,11.0,54.3
2025-07-27,RJ-JD,31.0,31.8,95.0
2025-07-28,RJ-JD,28.9,9.0,63.1
2025-07-29,RJ-JD,32.6,11.6,62.4
2025-07-30,RJ-JD,27.1,16.0,72.0
2025-07-31,RJ-JD,28.7,22.4,95.0
2025-08-01,RJ-JD,24.5,23.6,89.2
2025-08-02,RJ-JD,35.6,24.0,95.0
2025-08-03,RJ-JD,32.3,11.4,60.9
2025-08-04,RJ-JD,31.5,23.6,78.8
2025-08-05,RJ-JD,32.5,35.5,95.0
2025-08-06,RJ-JD,29.0,3.1,42.1
2025-08-07,RJ-JD,30.9,2.5,52.6
2025-08-08,RJ-JD,36.2,1.3,31.9
2025-08-09,RJ-JD,30.6,10.6,63.5
2025-08-10,RJ-JD,29.8,62.1,95.0
2025-08-11,RJ-JD,33.4,2.7,59.8
2025-08-12,RJ-JD,29.4,2.7,55.2
2025-08-13,RJ-JD,30.1,11.2,59.8
2025-08-14,RJ-JD,31.7,1.2,45.7
2025-08-15,RJ-JD,27.6,29.3,95.0
2025-08-16,RJ-JD,30.5,18.6,90.3
2025-08-17,RJ-JD,29.1,25.9,72.2
2025-08-18,RJ-JD,23.6,10.2,54.4
2025-08-19,RJ-JD,28.5,2.9,55.7
2025-08-20,RJ-JD,32.5,1.6,48.6
2025-08-21,RJ-JD,28.3,6.4,48.7
2025-08-22,RJ-JD,34.8,15.8,68.4
2025-08-23,RJ-JD,25.4,27.6,95.0
2025-08-24,RJ-JD,31.2,15.1,69.9
2025-08-25,RJ-JD,31.1,5.9,43.9
2025-08-26,RJ-JD,28.6,2.9,47.8
2025-08-27,RJ-JD,28.8,27.2,95.0
2025-08-28,RJ-JD,32.6,17.8,62.1
2025-08-29,RJ-JD,24.2,3.6,48.4
2025-08-30,RJ-JD,31.5,30.7,95.0
2025-08-31,RJ-JD,32.2,16.4,79.5
2025-09-01,RJ-JD,31.2,16.7,70.9
2025-09-02,RJ-JD,27.1,8.9,59.3
2025-09-03,RJ-JD,33.3,11.9,62.5
2025-09-04,RJ-JD,30.8,1.8,42.9
2025-09-05,RJ-JD,28.4,20.2,79.5
2025-09-06,RJ-JD,29.3,29.3,95.0
2025-09-07,RJ-JD,31.5,21.0,79.5
2025-09-08,RJ-JD,32.7,5.0,44.7
2025-09-09,RJ-JD,31.1,1.5,61.4
2025-09-10,RJ-JD,24.3,13.7,64.4
2025-09-11,RJ-JD,26.8,20.4,70.1
2025-09-12,RJ-JD,31.3,13.5,76.0
2025-09-13,RJ-JD,29.7,23.7,85.8
2025-09-14,RJ-JD,30.2,80.8,95.0
2025-09-15,RJ-JD,30.2,1.0,53.6
2025-09-16,RJ-JD,31.0,1.8,55.3
2025-09-17,RJ-JD,32.9,31.7,95.0
2025-09-18,RJ-JD,32.0,8.4,83.8
2025-09-19,RJ-JD,28.0,22.3,66.3
2025-09-20,RJ-JD,32.7,8.8,59.9
2025-09-21,RJ-JD,34.8,13.4,80.0
2025-09-22,RJ-JD,27.0,10.8,69.4
2025-09-23,RJ-JD,29.3,10.0,51.6
2025-09-24,RJ-JD,31.3,13.8,69.0
2025-09-25,RJ-JD,30.1,15.1,87.1
2025-09-26,RJ-JD,29.7,6.7,51.6
2025-09-27,RJ-JD,28.2,2.3,44.2
2025-09-28,RJ-JD,29.3,3.3,25.9
2025-09-29,RJ-JD,25.5,3.5,54.6
2025-09-30,RJ-JD,29.4,0.1,40.3
2025-10-01,RJ-JD,29.1,0.0,32.5
2025-10-02,RJ-JD,31.4,0.0,67.3
2025-10-03,RJ-JD,29.5,0.0,46.7
2025-10-04,RJ-JD,27.3,0.0,42.7
2025-10-05,RJ-JD,33.2,0.0,40.2
2025-10-06,RJ-JD,28.8,0.0,33.5
2025-10-07,RJ-JD,24.6,1.3,26.7
2025-10-08,RJ-JD,25.3,0.0,49.0
2025-10-09,RJ-JD,30.4,0.0,33.9
2025-10-10,RJ-JD,29.2,0.0,31.1
2025-10-11,RJ-JD,27.3,0.0,36.9
2025-10-12,RJ-JD,29.6,0.0,40.8
2025-10-13,RJ-JD,31.5,0.0,38.3
2025-10-14,RJ-JD,26.7,0.0,54.1
2025-10-15,RJ-JD,30.6,1.3,50.2
2025-10-16,RJ-JD,30.2,0.0,32.6
2025-10-17,RJ-JD,29.9,0.0,37.9
2025-10-18,RJ-JD,38.0,0.0,35.1
2025-10-19,RJ-JD,30.5,0.0,29.7
2025-10-20,RJ-JD,32.6,0.0,52.9
2025-10-21,RJ-JD,28.1,0.0,57.8
2025-10-22,RJ-JD,27.2,0.0,29.1
2025-10-23,RJ-JD,34.2,0.0,37.5
2025-10-24,RJ-JD,24.5,0.0,33.1
2025-10-25,RJ-JD,33.9,0.0,23.4
2025-10-26,RJ-JD,27.0,0.0,54.8
2025-10-27,RJ-JD,26.7,0.4,38.7
2025-10-28,RJ-JD,33.9,0.0,54.0
2025-10-29,RJ-JD,29.5,0.0,32.9
2025-10-30,RJ-JD,32.9,0.0,56.2
2025-10-31,RJ-JD,35.7,0.0,35.4
2025-11-01,RJ-JD,16.6,0.0,39.9
2025-11-02,RJ-JD,17.7,0.0,44.1
2025-11-03,RJ-JD,17.7,0.0,36.3
2025-11-04,RJ-JD,12.6,0.1,36.7
2025-11-05,RJ-JD,17.7,0.9,44.1
2025-11-06,RJ-JD,13.4,0.0,25.1
2025-11-07,RJ-JD,14.4,0.0,41.4
2025-11-08,RJ-JD,22.7,0.0,42.5
2025-11-09,RJ-JD,12.6,0.0,34.6
2025-11-10,RJ-JD,14.2,0.8,33.0
2025-11-11,RJ-JD,20.9,0.0,21.8
2025-11-12,RJ-JD,24.2,0.0,30.8
2025-11-13,RJ-JD,18.9,0.0,49.0
2025-11-14,RJ-JD,14.3,0.0,45.0
2025-11-15,RJ-JD,17.9,0.0,34.3
2025-11-16,RJ-JD,18.8,0.0,44.7
2025-11-17,RJ-JD,16.9,0.0,42.8
2025-11-18,RJ-JD,19.9,0.2,36.6
2025-11-19,RJ-JD,19.1,0.0,39.7
2025-11-20,RJ-JD,18.8,0.0,50.5
2025-11-21,RJ-JD,15.3,0.0,33.5
2025-11-22,RJ-JD,18.7,0.0,20.0
2025-11-23,RJ-JD,21.2,0.5,43.3
2025-11-24,RJ-JD,19.6,0.0,46.5
2025-11-25,RJ-JD,21.5,0.1,38.1
2025-11-26,RJ-JD,17.6,0.0,50.0
2025-11-27,RJ-JD,20.0,0.0,41.9
2025-11-28,RJ-JD,23.9,0.0,37.6
2025-11-29,RJ-JD,15.7,0.0,44.1
2025-11-30,RJ-JD,21.4,0.0,34.7
2025-12-01,RJ-JD,20.9,0.0,45.1
2025-12-02,RJ-JD,19.5,0.0,47.2
2025-12-03,RJ-JD,20.4,0.0,47.5
2025-12-04,RJ-JD,19.8,0.0,44.5
2025-12-05,RJ-JD,17.9,0.0,31.2
2025-12-06,RJ-JD,13.1,0.0,23.7
2025-12-07,RJ-JD,15.6,0.0,36.9
2025-12-08,RJ-JD,18.1,0.0,46.1
2025-12-09,RJ-JD,18.0,0.0,31.8
2025-12-10,RJ-JD,17.5,0.0,40.8
2025-12-11,RJ-JD,13.2,0.0,32.4
2025-12-12,RJ-JD,20.6,0.5,34.7
2025-12-13,RJ-JD,17.2,0.0,46.3
2025-12-14,RJ-JD,19.9,0.9,29.5
2025-12-15,RJ-JD,22.1,0.0,26.9
2025-12-16,RJ-JD,18.0,0.0,50.0
2025-12-17,RJ-JD,23.4,0.0,52.4
2025-12-18,RJ-JD,14.7,0.0,47.8
2025-12-19,RJ-JD,19.4,0.0,45.1
2025-12-20,RJ-JD,14.5,0.0,40.7
2025-12-21,RJ-JD,17.9,0.0,22.3
2025-12-22,RJ-JD,19.0,0.0,30.5
2025-12-23,RJ-JD,15.5,0.0,51.2
2025-12-24,RJ-JD,16.1,0.0,40.2
2025-12-25,RJ-JD,17.0,0.0,41.6
2025-12-26,RJ-JD,15.4,0.0,51.3
2025-12-27,RJ-JD,14.0,0.0,31.8
2025-12-28,RJ-JD,21.1,0.6,34.5
2025-12-29,RJ-JD,17.3,0.1,47.7
2025-12-30,RJ-JD,17.8,0.0,59.8
2025-12-31,RJ-JD,22.3,0.0,49.3
2026-01-01,RJ-JD,19.6,0.0,31.8
2026-01-02,RJ-JD,18.3,0.0,42.0
2026-01-03,RJ-JD,18.6,0.0,37.2
2026-01-04,RJ-JD,17.6,0.7,36.9
2025-01-05,RJ-UD,13.7,0.0,20.0
2025-01-06,RJ-UD,13.8,0.0,25.8
2025-01-07,RJ-UD,16.6,0.0,54.5
2025-01-08,RJ-UD,16.8,0.0,44.8
2025-01-09,RJ-UD,21.1,0.0,39.2
2025-01-10,RJ-UD,20.9,0.0,56.0
2025-01-11,RJ-UD,19.1,0.0,31.0
2025-01-12,RJ-UD,21.2,0.0,26.3
2025-01-13,RJ-UD,15.3,0.3,47.1
2025-01-14,RJ-UD,16.4,0.0,38.4
2025-01-15,RJ-UD,12.8,0.0,41.2
2025-01-16,RJ-UD,17.3,0.0,30.1
2025-01-17,RJ-UD,20.3,0.0,20.0
2025-01-18,RJ-UD,17.9,0.7,38.8
2025-01-19,RJ-UD,14.5,0.0,51.1
2025-01-20,RJ-UD,18.4,0.1,55.7
2025-01-21,RJ-UD,17.3,0.0,41.9
2025-01-22,RJ-UD,18.3,0.0,55.5
2025-01-23,RJ-UD,21.0,1.9,30.2
2025-01-24,RJ-UD,20.0,0.0,46.8
2025-01-25,RJ-UD,13.2,0.0,31.7
2025-01-26,RJ-UD,15.8,0.0,32.0
2025-01-27,RJ-UD,17.5,0.0,56.6
2025-01-28,RJ-UD,19.6,0.0,40.5
2025-01-29,RJ-UD,14.2,0.0,33.8
2025-01-30,RJ-UD,19.0,0.0,30.1
2025-01-31,RJ-UD,14.7,0.0,42.5
2025-02-01,RJ-UD,14.1,0.0,55.8
2025-02-02,RJ-UD,15.6,0.3,28.1
2025-02-03,RJ-UD,21.0,0.0,39.2
2025-02-04,RJ-UD,14.7,0.8,40.0
2025-02-05,RJ-UD,18.0,0.0,23.7
2025-02-06,RJ-UD,17.4,0.0,36.4
2025-02-07,RJ-UD,24.6,0.0,21.1
2025-02-08,RJ-UD,13.7,0.0,37.3
2025-02-09,RJ-UD,19.3,0.0,43.7
2025-02-10,RJ-UD,13.2,0.0,44.6
2025-02-11,RJ-UD,15.9,0.0,41.6
2025-02-12,RJ-UD,19.3,0.0,40.2
2025-02-13,RJ-UD,17.7,0.0,27.6
2025-02-14,RJ-UD,20.2,0.0,27.1
2025-02-15,RJ-UD,18.7,0.0,28.0
2025-02-16,RJ-UD,17.1,0.0,40.0
2025-02-17,RJ-UD,19.9,0.0,37.9
2025-02-18,RJ-UD,14.2,0.0,46.0
2025-02-19,RJ-UD,19.4,0.0,47.1
2025-02-20,RJ-UD,16.7,0.0,39.3
2025-02-21,RJ-UD,15.6,0.0,43.4
2025-02-22,RJ-UD,20.2,0.0,38.3
2025-02-23,RJ-UD,16.1,0.0,53.2
2025-02-24,RJ-UD,18.7,0.9,43.2
2025-02-25,RJ-UD,21.6,0.0,34.1
2025-02-26,RJ-UD,12.1,0.0,48.9
2025-02-27,RJ-UD,15.9,0.1,34.2
2025-02-28,RJ-UD,13.4,0.0,40.3
2025-03-01,RJ-UD,36.4,0.9,48.6
2025-03-02,RJ-UD,45.9,0.0,24.4
2025-03-03,RJ-UD,34.8,0.0,49.6
2025-03-04,RJ-UD,37.2,0.0,49.2
2025-03-05,RJ-UD,36.6,0.0,20.0
2025-03-06,RJ-UD,33.0,0.0,43.6
2025-03-07,RJ-UD,36.5,0.0,44.4
2025-03-08,RJ-UD,27.6,0.0,42.0
2025-03-09,RJ-UD,36.1,0.0,49.6
2025-03-10,RJ-UD,40.7,0.0,51.9
2025-03-11,RJ-UD,38.4,0.0,50.5
2025-03-12,RJ-UD,36.0,0.0,39.2
2025-03-13,RJ-UD,40.8,0.0,20.0
2025-03-14,RJ-UD,33.7,0.0,29.1
2025-03-15,RJ-UD,42.9,0.0,48.2
2025-03-16,RJ-UD,31.1,0.0,33.2
2025-03-17,RJ-UD,41.5,0.0,45.8
2025-03-18,RJ-UD,41.1,0.0,37.5
2025-03-19,RJ-UD,43.8,0.0,22.8
2025-03-20,RJ-UD,38.3,0.0,31.9
2025-03-21,RJ-UD,39.9,0.0,34.3
2025-03-22,RJ-UD,40.6,0.0,25.0
2025-03-23,RJ-UD,41.9,0.0,48.0
2025-03-24,RJ-UD,46.0,0.0,71.1
2025-03-25,RJ-UD,42.3,0.0,50.0
2025-03-26,RJ-UD,38.9,0.0,45.0
2025-03-27,RJ-UD,36.3,0.0,46.8
2025-03-28,RJ-UD,35.8,0.0,29.0
2025-03-29,RJ-UD,42.2,0.0,49.4
2025-03-30,RJ-UD,38.0,0.0,46.7
2025-03-31,RJ-UD,39.8,0.0,34.7
2025-04-01,RJ-UD,36.8,0.0,39.3
2025-04-02,RJ-UD,37.8,0.0,44.5
2025-04-03,RJ-UD,41.6,0.0,45.8
2025-04-04,RJ-UD,45.3,0.2,40.8
2025-04-05,RJ-UD,39.0,0.0,53.9
2025-04-06,RJ-UD,36.1,0.0,31.4
2025-04-07,RJ-UD,39.5,0.0,48.1
2025-04-08,RJ-UD,40.7,0.0,26.3
2025-04-09,RJ-UD,38.3,0.0,33.6
2025-04-10,RJ-UD,33.9,0.0,26.5
2025-04-11,RJ-UD,42.9,0.0,31.3
2025-04-12,RJ-UD,35.9,0.0,22.9
2025-04-13,RJ-UD,36.3,0.0,38.4
2025-04-14,RJ-UD,38.6,0.0,45.0
2025-04-15,RJ-UD,33.3,0.0,45.2
2025-04-16,RJ-UD,36.3,0.0,42.6
2025-04-17,RJ-UD,36.0,0.1,23.5
2025-04-18,RJ-UD,32.7,0.1,41.0
2025-04-19,RJ-UD,44.1,0.0,33.9
2025-04-20,RJ-UD,30.6,0.0,30.7
2025-04-21,RJ-UD,34.7,0.0,33.4
2025-04-22,RJ-UD,34.3,0.0,30.0
2025-04-23,RJ-UD,38.4,0.0,44.0
2025-04-24,RJ-UD,35.8,0.0,37.3
2025-04-25,RJ-UD,44.0,0.0,52.5
2025-04-26,RJ-UD,41.2,0.0,28.5
2025-04-27,RJ-UD,31.7,0.0,49.3
2025-04-28,RJ-UD,42.1,0.1,42.9
2025-04-29,RJ-UD,40.2,0.0,43.4
2025-04-30,RJ-UD,44.7,0.0,47.2
2025-05-01,RJ-UD,37.1,0.0,39.6
2025-05-02,RJ-UD,36.7,0.5,24.8
2025-05-03,RJ-UD,36.5,0.0,44.2
2025-05-04,RJ-UD,37.9,0.0,38.3
2025-05-05,RJ-UD,39.3,0.0,41.9
2025-05-06,RJ-UD,36.3,0.0,23.9
2025-05-07,RJ-UD,38.1,0.0,39.1
2025-05-08,RJ-UD,32.8,0.0,46.9
2025-05-09,RJ-UD,39.4,0.0,45.7
2025-05-10,RJ-UD,34.9,0.0,33.1
2025-05-11,RJ-UD,44.8,0.0,37.0
2025-05-12,RJ-UD,35.7,1.8,46.0
2025-05-13,RJ-UD,40.0,0.8,46.3
2025-05-14,RJ-UD,39.9,0.0,27.6
2025-05-15,RJ-UD,38.6,0.0,57.1
2025-05-16,RJ-UD,40.7,0.0,37.9
2025-05-17,RJ-UD,31.1,0.0,42.8
2025-05-18,RJ-UD,39.2,0.0,47.2
2025-05-19,RJ-UD,46.6,0.0,32.5
2025-05-20,RJ-UD,35.6,0.0,57.2
2025-05-21,RJ-UD,40.2,0.0,41.8
2025-05-22,RJ-UD,35.8,0.0,48.6
2025-05-23,RJ-UD,35.2,0.0,40.0
2025-05-24,RJ-UD,36.0,0.0,54.4
2025-05-25,RJ-UD,35.2,0.0,35.1
2025-05-26,RJ-UD,41.2,0.0,43.4
2025-05-27,RJ-UD,35.2,0.0,43.3
2025-05-28,RJ-UD,33.7,0.0,31.7
2025-05-29,RJ-UD,29.4,0.0,45.3
2025-05-30,RJ-UD,39.9,0.0,45.5
2025-05-31,RJ-UD,33.4,0.0,26.4
2025-06-01,RJ-UD,37.1,0.0,31.5
2025-06-02,RJ-UD,32.4,1.1,42.4
2025-06-03,RJ-UD,38.7,0.0,41.6
2025-06-04,RJ-UD,46.2,0.0,28.7
2025-06-05,RJ-UD,34.0,0.0,45.3
2025-06-06,RJ-UD,36.3,0.0,37.0
2025-06-07,RJ-UD,38.4,0.0,57.4
2025-06-08,RJ-UD,35.2,0.0,27.4
2025-06-09,RJ-UD,38.4,0.0,24.7
2025-06-10,RJ-UD,32.5,0.0,34.4
2025-06-11,RJ-UD,38.5,0.0,44.5
2025-06-12,RJ-UD,31.7,0.0,21.2
2025-06-13,RJ-UD,42.3,0.0,50.6
2025-06-14,RJ-UD,27.5,1.0,42.0
2025-06-15,RJ-UD,33.9,0.0,40.9
2025-06-16,RJ-UD,36.7,0.0,32.1
2025-06-17,RJ-UD,34.0,0.0,46.5
2025-06-18,RJ-UD,37.5,0.0,41.8
2025-06-19,RJ-UD,36.8,0.0,39.5
2025-06-20,RJ-UD,37.8,0.0,32.4
2025-06-21,RJ-UD,43.9,0.0,50.0
2025-06-22,RJ-UD,43.0,0.0,41.3
2025-06-23,RJ-UD,37.8,0.0,52.2
2025-06-24,RJ-UD,37.0,0.0,54.3
2025-06-25,RJ-UD,34.8,0.0,39.4
2025-06-26,RJ-UD,36.9,0.0,49.4
2025-06-27,RJ-UD,35.6,0.0,42.1
2025-06-28,RJ-UD,36.8,0.8,55.1
2025-06-29,RJ-UD,33.7,0.0,33.1
2025-06-30,RJ-UD,35.5,0.0,38.2
2025-07-01,RJ-UD,35.3,16.0,69.2
2025-07-02,RJ-UD,32.0,9.9,48.5
2025-07-03,RJ-UD,30.8,1.0,57.2
2025-07-04,RJ-UD,31.4,22.8,95.0
2025-07-05,RJ-UD,32.3,10.9,68.1
2025-07-06,RJ-UD,31.2,14.5,60.5
2025-07-07,RJ-UD,27.8,3.3,51.8
2025-07-08,RJ-UD,30.9,35.8,95.0
2025-07-09,RJ-UD,31.6,15.9,86.3
2025-07-10,RJ-UD,30.6,15.0,79.4
2025-07-11,RJ-UD,29.7,18.9,65.6
2025-07-12,RJ-UD,27.5,5.6,44.8
2025-07-13,RJ-UD,27.7,8.3,49.7
2025-07-14,RJ-UD,30.0,3.1,55.3
2025-07-15,RJ-UD,30.7,7.2,49.7
2025-07-16,RJ-UD,31.5,23.9,95.0
2025-07-17,RJ-UD,32.8,4.6,38.2
2025-07-18,RJ-UD,30.5,5.9,57.3
2025-07-19,RJ-UD,27.5,17.8,69.5
2025-07-20,RJ-UD,31.4,4.6,35.6
2025-07-21,RJ-UD,33.1,22.6,90.5
2025-07-22,RJ-UD,27.9,1.4,48.6
2025-07-23,RJ-UD,27.2,8.5,71.3
2025-07-24,RJ-UD,31.0,0.6,25.5
2025-07-25,RJ-UD,26.3,34.2,95.0
2025-07-26,RJ-UD,29.0,34.7,95.0
2025-07-27,RJ-UD,28.6,12.9,72.2
2025-07-28,RJ-UD,32.3,29.3,95.0
2025-07-29,RJ-UD,29.7,2.1,39.1
2025-07-30,RJ-UD,29.9,23.0,84.6
2025-07-31,RJ-UD,24.6,15.9,78.3
2025-08-01,RJ-UD,31.9,21.6,95.0
2025-08-02,RJ-UD,33.2,14.7,89.6
2025-08-03,RJ-UD,30.7,13.0,76.5
2025-08-04,RJ-UD,35.3,7.4,49.9
2025-08-05,RJ-UD,31.5,39.5,95.0
2025-08-06,RJ-UD,29.4,11.3,68.1
2025-08-07,RJ-UD,31.9,13.5,75.8
2025-08-08,RJ-UD,29.8,16.8,67.2
2025-08-09,RJ-UD,26.8,42.6,95.0
2025-08-10,RJ-UD,30.0,17.6,62.5
2025-08-11,RJ-UD,33.0,4.8,63.1
2025-08-12,RJ-UD,31.2,13.7,57.2
2025-08-13,RJ-UD,31.7,9.1,49.4
2025-08-14,RJ-UD,32.9,2.8,50.3
2025-08-15,RJ-UD,34.7,27.3,95.0
2025-08-16,RJ-UD,27.1,7.7,86.0
2025-08-17,RJ-UD,30.7,4.9,38.2
2025-08-18,RJ-UD,30.5,13.5,74.6
2025-08-19,RJ-UD,28.6,0.5,39.5
2025-08-20,RJ-UD,27.6,14.0,66.5
2025-08-21,RJ-UD,26.6,29.8,95.0
2025-08-22,RJ-UD,29.5,20.1,82.2
2025-08-23,RJ-UD,32.7,88.4,95.0
2025-08-24,RJ-UD,30.9,9.4,59.5
2025-08-25,RJ-UD,28.5,55.5,95.0
2025-08-26,RJ-UD,31.0,41.7,95.0
2025-08-27,RJ-UD,29.4,1.1,34.7
2025-08-28,RJ-UD,28.0,9.5,51.9
2025-08-29,RJ-UD,28.5,2.7,42.7
2025-08-30,RJ-UD,24.9,24.0,83.4
2025-08-31,RJ-UD,26.4,4.0,37.5
2025-09-01,RJ-UD,28.9,6.6,47.4
2025-09-02,RJ-UD,28.6,3.5,48.9
2025-09-03,RJ-UD,28.9,6.3,55.9
2025-09-04,RJ-UD,29.9,5.4,42.3
2025-09-05,RJ-UD,34.1,2.2,47.2
2025-09-06,RJ-UD,30.6,2.3,71.6
2025-09-07,RJ-UD,25.7,10.0,67.9
2025-09-08,RJ-UD,29.8,5.5,42.6
2025-09-09,RJ-UD,26.4,19.4,55.5
2025-09-10,RJ-UD,35.5,22.5,93.2
2025-09-11,RJ-UD,28.8,11.6,71.2
2025-09-12,RJ-UD,29.2,3.3,55.0
2025-09-13,RJ-UD,35.1,10.2,59.6
2025-09-14,RJ-UD,33.7,6.7,52.8
2025-09-15,RJ-UD,29.2,6.0,62.5
2025-09-16,RJ-UD,34.7,2.0,41.3
2025-09-17,RJ-UD,30.8,13.0,53.4
2025-09-18,RJ-UD,36.7,3.9,46.2
2025-09-19,RJ-UD,23.7,16.3,81.1
2025-09-20,RJ-UD,30.7,3.1,35.2
2025-09-21,RJ-UD,27.3,3.0,38.9
2025-09-22,RJ-UD,28.4,39.3,95.0
2025-09-23,RJ-UD,30.2,2.3,49.1
2025-09-24,RJ-UD,33.7,6.9,48.6
2025-09-25,RJ-UD,30.3,28.0,87.5
2025-09-26,RJ-UD,28.4,16.8,78.4
2025-09-27,RJ-UD,28.0,31.1,95.0
2025-09-28,RJ-UD,27.5,0.0,31.2
2025-09-29,RJ-UD,30.9,14.8,73.4
2025-09-30,RJ-UD,28.1,9.2,63.0
2025-10-01,RJ-UD,27.9,0.0,37.4
2025-10-02,RJ-UD,27.2,0.0,33.3
2025-10-03,RJ-UD,29.8,0.0,48.9
2025-10-04,RJ-UD,28.2,0.0,44.6
2025-10-05,RJ-UD,35.8,1.5,28.9
2025-10-06,RJ-UD,33.5,0.0,36.3
2025-10-07,RJ-UD,30.4,0.0,20.0
2025-10-08,RJ-UD,30.1,0.0,48.9
2025-10-09,RJ-UD,23.7,0.0,57.2
2025-10-10,RJ-UD,25.3,0.0,37.0
2025-10-11,RJ-UD,28.3,0.0,43.3
2025-10-12,RJ-UD,27.6,0.0,34.5
2025-10-13,RJ-UD,28.6,0.0,52.6
2025-10-14,RJ-UD,31.0,0.0,35.5
2025-10-15,RJ-UD,32.1,0.5,59.5
2025-10-16,RJ-UD,30.3,0.0,53.0
2025-10-17,RJ-UD,27.9,0.0,28.0
2025-10-18,RJ-UD,30.3,0.3,43.1
2025-10-19,RJ-UD,34.7,0.0,49.9
2025-10-20,RJ-UD,31.0,0.0,45.3
2025-10-21,RJ-UD,32.6,0.4,55.5
2025-10-22,RJ-UD,28.2,0.0,37.7
2025-10-23,RJ-UD,27.5,0.0,27.5
2025-10-24,RJ-UD,31.9,0.0,38.1
2025-10-25,RJ-UD,26.7,0.6,44.2
2025-10-26,RJ-UD,25.1,0.0,40.1
2025-10-27,RJ-UD,33.6,0.0,47.8
2025-10-28,RJ-UD,32.6,0.0,41.7
2025-10-29,RJ-UD,27.2,0.0,57.5
2025-10-30,RJ-UD,29.2,0.0,45.9
2025-10-31,RJ-UD,27.5,0.0,33.9
2025-11-01,RJ-UD,15.5,0.0,21.2
2025-11-02,RJ-UD,19.1,0.0,34.3
2025-11-03,RJ-UD,17.8,0.0,21.5
2025-11-04,RJ-UD,13.9,0.0,59.9
2025-11-05,RJ-UD,18.4,0.4,30.8
2025-11-06,RJ-UD,20.6,1.7,56.0
2025-11-07,RJ-UD,23.7,0.5,49.1
2025-11-08,RJ-UD,19.4,0.0,45.1
2025-11-09,RJ-UD,14.6,0.0,64.1
2025-11-10,RJ-UD,18.4,0.0,33.2
2025-11-11,RJ-UD,18.2,0.0,37.9
2025-11-12,RJ-UD,12.8,1.7,49.2
2025-11-13,RJ-UD,17.8,0.0,44.5
2025-11-14,RJ-UD,16.8,0.0,58.9
2025-11-15,RJ-UD,13.8,0.0,46.5
2025-11-16,RJ-UD,21.2,0.0,35.3
2025-11-17,RJ-UD,11.5,0.0,36.7
2025-11-18,RJ-UD,16.2,0.0,50.4
2025-11-19,RJ-UD,17.8,0.0,31.5
2025-11-20,RJ-UD,16.6,0.0,45.5
2025-11-21,RJ-UD,19.5,0.0,44.6
2025-11-22,RJ-UD,12.4,0.1,36.4
2025-11-23,RJ-UD,18.6,0.0,44.5
2025-11-24,RJ-UD,17.9,0.0,34.9
2025-11-25,RJ-UD,19.4,0.8,31.8
2025-11-26,RJ-UD,17.0,0.0,41.7
2025-11-27,RJ-UD,18.8,1.1,33.1
2025-11-28,RJ-UD,17.4,0.0,33.7
2025-11-29,RJ-UD,21.5,0.0,36.6
2025-11-30,RJ-UD,13.3,0.0,53.8
2025-12-01,RJ-UD,17.1,0.0,32.2
2025-12-02,RJ-UD,21.5,0.0,52.9
2025-12-03,RJ-UD,14.4,0.0,36.0
2025-12-04,RJ-UD,14.4,0.8,38.7
2025-12-05,RJ-UD,18.0,0.0,24.2
2025-12-06,RJ-UD,18.7,0.0,46.9
2025-12-07,RJ-UD,22.4,0.0,34.4
2025-12-08,RJ-UD,15.8,0.0,58.2
2025-12-09,RJ-UD,17.1,0.0,42.7
2025-12-10,RJ-UD,21.6,0.0,41.4
2025-12-11,RJ-UD,20.2,0.0,37.9
2025-12-12,RJ-UD,17.8,0.0,52.2
2025-12-13,RJ-UD,20.0,0.0,22.4
2025-12-14,RJ-UD,17.7,0.0,44.2
