date,district_id,medicine_id,consumption
2025-07-25,RJ-BR,ORS-PKT,166
2025-07-25,RJ-BR,ACT-TAB,1
2025-07-26,RJ-BR,PARA-500,791
2025-07-26,RJ-BR,IV-RL,36
2025-07-26,RJ-BR,NS1-KIT,8
2025-07-26,RJ-BR,ORS-PKT,115
2025-07-26,RJ-BR,ACT-TAB,15
2025-07-27,RJ-BR,PARA-500,420
2025-07-27,RJ-BR,IV-RL,29
2025-07-27,RJ-BR,NS1-KIT,7
2025-07-27,RJ-BR,ORS-PKT,128
2025-07-27,RJ-BR,ACT-TAB,2
2025-07-28,RJ-BR,PARA-500,605
2025-07-28,RJ-BR,IV-RL,76
2025-07-28,RJ-BR,NS1-KIT,9
2025-07-28,RJ-BR,ORS-PKT,219
2025-07-28,RJ-BR,ACT-TAB,4
2025-07-29,RJ-BR,PARA-500,263
2025-07-29,RJ-BR,IV-RL,28
2025-07-29,RJ-BR,NS1-KIT,3
2025-07-29,RJ-BR,ORS-PKT,90
2025-07-29,RJ-BR,ACT-TAB,2
2025-07-30,RJ-BR,PARA-500,883
2025-07-30,RJ-BR,IV-RL,59
2025-07-30,RJ-BR,NS1-KIT,18
2025-07-30,RJ-BR,ORS-PKT,223
2025-07-30,RJ-BR,ACT-TAB,5
2025-07-31,RJ-BR,PARA-500,839
2025-07-31,RJ-BR,IV-RL,50
2025-07-31,RJ-BR,NS1-KIT,15
2025-07-31,RJ-BR,ORS-PKT,223
2025-07-31,RJ-BR,ACT-TAB,5
2025-08-01,RJ-BR,PARA-500,815
2025-08-01,RJ-BR,IV-RL,37
2025-08-01,RJ-BR,NS1-KIT,12
2025-08-01,RJ-BR,ORS-PKT,113
2025-08-01,RJ-BR,ACT-TAB,3
2025-08-02,RJ-BR,PARA-500,636
2025-08-02,RJ-BR,IV-RL,53
2025-08-02,RJ-BR,NS1-KIT,13
2025-08-02,RJ-BR,ORS-PKT,134
2025-08-02,RJ-BR,ACT-TAB,1
2025-08-03,RJ-BR,PARA-500,579
2025-08-03,RJ-BR,IV-RL,66
2025-08-03,RJ-BR,NS1-KIT,11
2025-08-03,RJ-BR,ORS-PKT,201
2025-08-03,RJ-BR,ACT-TAB,0
2025-08-04,RJ-BR,PARA-500,1396
2025-08-04,RJ-BR,IV-RL,93
2025-08-04,RJ-BR,NS1-KIT,23
2025-08-04,RJ-BR,ORS-PKT,264
2025-08-04,RJ-BR,ACT-TAB,8
2025-08-05,RJ-BR,PARA-500,679
2025-08-05,RJ-BR,IV-RL,58
2025-08-05,RJ-BR,NS1-KIT,14
2025-08-05,RJ-BR,ORS-PKT,210
2025-08-05,RJ-BR,ACT-TAB,3
2025-08-06,RJ-BR,PARA-500,531
2025-08-06,RJ-BR,IV-RL,26
2025-08-06,RJ-BR,NS1-KIT,6
2025-08-06,RJ-BR,ORS-PKT,112
2025-08-06,RJ-BR,ACT-TAB,4
2025-08-07,RJ-BR,PARA-500,685
2025-08-07,RJ-BR,IV-RL,31
2025-08-07,RJ-BR,NS1-KIT,8
2025-08-07,RJ-BR,ORS-PKT,115
2025-08-07,RJ-BR,ACT-TAB,3
2025-08-08,RJ-BR,PARA-500,504
2025-08-08,RJ-BR,IV-RL,34
2025-08-08,RJ-BR,NS1-KIT,11
2025-08-08,RJ-BR,ORS-PKT,111
2025-08-08,RJ-BR,ACT-TAB,2
2025-08-09,RJ-BR,PARA-500,750
2025-08-09,RJ-BR,IV-RL,65
2025-08-09,RJ-BR,NS1-KIT,14
2025-08-09,RJ-BR,ORS-PKT,233
2025-08-09,RJ-BR,ACT-TAB,2
2025-08-10,RJ-BR,PARA-500,1027
2025-08-10,RJ-BR,IV-RL,77
2025-08-10,RJ-BR,NS1-KIT,14
2025-08-10,RJ-BR,ORS-PKT,268
2025-08-10,RJ-BR,ACT-TAB,12
2025-08-11,RJ-BR,PARA-500,662
2025-08-11,RJ-BR,IV-RL,30
2025-08-11,RJ-BR,NS1-KIT,4
2025-08-11,RJ-BR,ORS-PKT,115
2025-08-11,RJ-BR,ACT-TAB,14
2025-08-12,RJ-BR,PARA-500,926
2025-08-12,RJ-BR,IV-RL,57
2025-08-12,RJ-BR,NS1-KIT,12
2025-08-12,RJ-BR,ORS-PKT,204
2025-08-12,RJ-BR,ACT-TAB,12
2025-08-13,RJ-BR,PARA-500,1248
2025-08-13,RJ-BR,IV-RL,68
2025-08-13,RJ-BR,NS1-KIT,21
2025-08-13,RJ-BR,ORS-PKT,260
2025-08-13,RJ-BR,ACT-TAB,7
2025-08-14,RJ-BR,PARA-500,631
2025-08-14,RJ-BR,IV-RL,49
2025-08-14,RJ-BR,NS1-KIT,10
2025-08-14,RJ-BR,ORS-PKT,156
2025-08-14,RJ-BR,ACT-TAB,4
2025-08-15,RJ-BR,PARA-500,957
2025-08-15,RJ-BR,IV-RL,38
2025-08-15,RJ-BR,NS1-KIT,7
2025-08-15,RJ-BR,ORS-PKT,96
2025-08-15,RJ-BR,ACT-TAB,10
2025-08-16,RJ-BR,PARA-500,463
2025-08-16,RJ-BR,IV-RL,44
2025-08-16,RJ-BR,NS1-KIT,7
2025-08-16,RJ-BR,ORS-PKT,120
2025-08-16,RJ-BR,ACT-TAB,2
2025-08-17,RJ-BR,PARA-500,502
2025-08-17,RJ-BR,IV-RL,26
2025-08-17,RJ-BR,NS1-KIT,6
2025-08-17,RJ-BR,ORS-PKT,92
2025-08-17,RJ-BR,ACT-TAB,5
2025-08-18,RJ-BR,PARA-500,604
2025-08-18,RJ-BR,IV-RL,73
2025-08-18,RJ-BR,NS1-KIT,10
2025-08-18,RJ-BR,ORS-PKT,200
2025-08-18,RJ-BR,ACT-TAB,5
2025-08-19,RJ-BR,PARA-500,489
2025-08-19,RJ-BR,IV-RL,48
2025-08-19,RJ-BR,NS1-KIT,7
2025-08-19,RJ-BR,ORS-PKT,183
2025-08-19,RJ-BR,ACT-TAB,2
2025-08-20,RJ-BR,PARA-500,516
2025-08-20,RJ-BR,IV-RL,62
2025-08-20,RJ-BR,NS1-KIT,10
2025-08-20,RJ-BR,ORS-PKT,201
2025-08-20,RJ-BR,ACT-TAB,2
2025-08-21,RJ-BR,PARA-500,651
2025-08-21,RJ-BR,IV-RL,78
2025-08-21,RJ-BR,NS1-KIT,8
2025-08-21,RJ-BR,ORS-PKT,195
2025-08-21,RJ-BR,ACT-TAB,4
2025-08-22,RJ-BR,PARA-500,658
2025-08-22,RJ-BR,IV-RL,97
2025-08-22,RJ-BR,NS1-KIT,14
2025-08-22,RJ-BR,ORS-PKT,334
2025-08-22,RJ-BR,ACT-TAB,4
2025-08-23,RJ-BR,PARA-500,430
2025-08-23,RJ-BR,IV-RL,33
2025-08-23,RJ-BR,NS1-KIT,5
2025-08-23,RJ-BR,ORS-PKT,123
2025-08-23,RJ-BR,ACT-TAB,3
2025-08-24,RJ-BR,PARA-500,698
2025-08-24,RJ-BR,IV-RL,43
2025-08-24,RJ-BR,NS1-KIT,10
2025-08-24,RJ-BR,ORS-PKT,153
2025-08-24,RJ-BR,ACT-TAB,3
2025-08-25,RJ-BR,PARA-500,566
2025-08-25,RJ-BR,IV-RL,40
2025-08-25,RJ-BR,NS1-KIT,7
2025-08-25,RJ-BR,ORS-PKT,150
2025-08-25,RJ-BR,ACT-TAB,3
2025-08-26,RJ-BR,PARA-500,741
2025-08-26,RJ-BR,IV-RL,51
2025-08-26,RJ-BR,NS1-KIT,11
2025-08-26,RJ-BR,ORS-PKT,155
2025-08-26,RJ-BR,ACT-TAB,2
2025-08-27,RJ-BR,PARA-500,526
2025-08-27,RJ-BR,IV-RL,48
2025-08-27,RJ-BR,NS1-KIT,6
2025-08-27,RJ-BR,ORS-PKT,198
2025-08-27,RJ-BR,ACT-TAB,4
2025-08-28,RJ-BR,PARA-500,853
2025-08-28,RJ-BR,IV-RL,54
2025-08-28,RJ-BR,NS1-KIT,11
2025-08-28,RJ-BR,ORS-PKT,172
2025-08-28,RJ-BR,ACT-TAB,3
2025-08-29,RJ-BR,PARA-500,815
2025-08-29,RJ-BR,IV-RL,80
2025-08-29,RJ-BR,NS1-KIT,18
2025-08-29,RJ-BR,ORS-PKT,376
2025-08-29,RJ-BR,ACT-TAB,6
2025-08-30,RJ-BR,PARA-500,764
2025-08-30,RJ-BR,IV-RL,40
2025-08-30,RJ-BR,NS1-KIT,10
2025-08-30,RJ-BR,ORS-PKT,121
2025-08-30,RJ-BR,ACT-TAB,6
2025-08-31,RJ-BR,PARA-500,712
2025-08-31,RJ-BR,IV-RL,38
2025-08-31,RJ-BR,NS1-KIT,12
2025-08-31,RJ-BR,ORS-PKT,162
2025-08-31,RJ-BR,ACT-TAB,2
2025-09-01,RJ-BR,PARA-500,311
2025-09-01,RJ-BR,IV-RL,14
2025-09-01,RJ-BR,NS1-KIT,3
2025-09-01,RJ-BR,ORS-PKT,53
2025-09-01,RJ-BR,ACT-TAB,2
2025-09-02,RJ-BR,PARA-500,332
2025-09-02,RJ-BR,IV-RL,18
2025-09-02,RJ-BR,NS1-KIT,2
2025-09-02,RJ-BR,ORS-PKT,74
2025-09-02,RJ-BR,ACT-TAB,2
2025-09-03,RJ-BR,PARA-500,275
2025-09-03,RJ-BR,IV-RL,24
2025-09-03,RJ-BR,NS1-KIT,3
2025-09-03,RJ-BR,ORS-PKT,92
2025-09-03,RJ-BR,ACT-TAB,1
2025-09-04,RJ-BR,PARA-500,566
2025-09-04,RJ-BR,IV-RL,47
2025-09-04,RJ-BR,NS1-KIT,7
2025-09-04,RJ-BR,ORS-PKT,117
2025-09-04,RJ-BR,ACT-TAB,4
2025-09-05,RJ-BR,PARA-500,340
2025-09-05,RJ-BR,IV-RL,22
2025-09-05,RJ-BR,NS1-KIT,1
2025-09-05,RJ-BR,ORS-PKT,83
2025-09-05,RJ-BR,ACT-TAB,2
2025-09-06,RJ-BR,PARA-500,642
2025-09-06,RJ-BR,IV-RL,31
2025-09-06,RJ-BR,NS1-KIT,4
2025-09-06,RJ-BR,ORS-PKT,115
2025-09-06,RJ-BR,ACT-TAB,8
2025-09-07,RJ-BR,PARA-500,559
2025-09-07,RJ-BR,IV-RL,39
2025-09-07,RJ-BR,NS1-KIT,2
2025-09-07,RJ-BR,ORS-PKT,124
2025-09-07,RJ-BR,ACT-TAB,7
2025-09-08,RJ-BR,PARA-500,498
2025-09-08,RJ-BR,IV-RL,60
2025-09-08,RJ-BR,NS1-KIT,8
2025-09-08,RJ-BR,ORS-PKT,223
2025-09-08,RJ-BR,ACT-TAB,1
2025-09-09,RJ-BR,PARA-500,976
2025-09-09,RJ-BR,IV-RL,50
2025-09-09,RJ-BR,NS1-KIT,17
2025-09-09,RJ-BR,ORS-PKT,201
2025-09-09,RJ-BR,ACT-TAB,2
2025-09-10,RJ-BR,PARA-500,795
2025-09-10,RJ-BR,IV-RL,85
2025-09-10,RJ-BR,NS1-KIT,18
2025-09-10,RJ-BR,ORS-PKT,294
2025-09-10,RJ-BR,ACT-TAB,3
2025-09-11,RJ-BR,PARA-500,652
2025-09-11,RJ-BR,IV-RL,47
2025-09-11,RJ-BR,NS1-KIT,12
2025-09-11,RJ-BR,ORS-PKT,183
2025-09-11,RJ-BR,ACT-TAB,2
2025-09-12,RJ-BR,PARA-500,458
2025-09-12,RJ-BR,IV-RL,48
2025-09-12,RJ-BR,NS1-KIT,7
2025-09-12,RJ-BR,ORS-PKT,120
2025-09-12,RJ-BR,ACT-TAB,2
2025-09-13,RJ-BR,PARA-500,785
2025-09-13,RJ-BR,IV-RL,60
2025-09-13,RJ-BR,NS1-KIT,10
2025-09-13,RJ-BR,ORS-PKT,165
2025-09-13,RJ-BR,ACT-TAB,3
2025-09-14,RJ-BR,PARA-500,688
2025-09-14,RJ-BR,IV-RL,57
2025-09-14,RJ-BR,NS1-KIT,8
2025-09-14,RJ-BR,ORS-PKT,230
2025-09-14,RJ-BR,ACT-TAB,4
2025-09-15,RJ-BR,PARA-500,905
2025-09-15,RJ-BR,IV-RL,40
2025-09-15,RJ-BR,NS1-KIT,6
2025-09-15,RJ-BR,ORS-PKT,185
2025-09-15,RJ-BR,ACT-TAB,17
2025-09-16,RJ-BR,PARA-500,509
2025-09-16,RJ-BR,IV-RL,27
2025-09-16,RJ-BR,NS1-KIT,3
2025-09-16,RJ-BR,ORS-PKT,134
2025-09-16,RJ-BR,ACT-TAB,11
2025-09-17,RJ-BR,PARA-500,844
2025-09-17,RJ-BR,IV-RL,69
2025-09-17,RJ-BR,NS1-KIT,18
2025-09-17,RJ-BR,ORS-PKT,198
2025-09-17,RJ-BR,ACT-TAB,3
2025-09-18,RJ-BR,PARA-500,848
2025-09-18,RJ-BR,IV-RL,45
2025-09-18,RJ-BR,NS1-KIT,12
2025-09-18,RJ-BR,ORS-PKT,182
2025-09-18,RJ-BR,ACT-TAB,5
2025-09-19,RJ-BR,PARA-500,917
2025-09-19,RJ-BR,IV-RL,67
2025-09-19,RJ-BR,NS1-KIT,21
2025-09-19,RJ-BR,ORS-PKT,188
2025-09-19,RJ-BR,ACT-TAB,1
2025-09-20,RJ-BR,PARA-500,644
2025-09-20,RJ-BR,IV-RL,46
2025-09-20,RJ-BR,NS1-KIT,6
2025-09-20,RJ-BR,ORS-PKT,122
2025-09-20,RJ-BR,ACT-TAB,8
2025-09-21,RJ-BR,PARA-500,665
2025-09-21,RJ-BR,IV-RL,35
2025-09-21,RJ-BR,NS1-KIT,9
2025-09-21,RJ-BR,ORS-PKT,143
2025-09-21,RJ-BR,ACT-TAB,1
2025-09-22,RJ-BR,PARA-500,794
2025-09-22,RJ-BR,IV-RL,33
2025-09-22,RJ-BR,NS1-KIT,10
2025-09-22,RJ-BR,ORS-PKT,101
2025-09-22,RJ-BR,ACT-TAB,8
2025-09-23,RJ-BR,PARA-500,619
2025-09-23,RJ-BR,IV-RL,64
2025-09-23,RJ-BR,NS1-KIT,8
2025-09-23,RJ-BR,ORS-PKT,192
2025-09-23,RJ-BR,ACT-TAB,2
2025-09-24,RJ-BR,PARA-500,765
2025-09-24,RJ-BR,IV-RL,66
2025-09-24,RJ-BR,NS1-KIT,16
2025-09-24,RJ-BR,ORS-PKT,174
2025-09-24,RJ-BR,ACT-TAB,1
2025-09-25,RJ-BR,PARA-500,631
2025-09-25,RJ-BR,IV-RL,49
2025-09-25,RJ-BR,NS1-KIT,10
2025-09-25,RJ-BR,ORS-PKT,133
2025-09-25,RJ-BR,ACT-TAB,4
2025-09-26,RJ-BR,PARA-500,788
2025-09-26,RJ-BR,IV-RL,55
2025-09-26,RJ-BR,NS1-KIT,14
2025-09-26,RJ-BR,ORS-PKT,174
2025-09-26,RJ-BR,ACT-TAB,1
2025-09-27,RJ-BR,PARA-500,820
2025-09-27,RJ-BR,IV-RL,53
2025-09-27,RJ-BR,NS1-KIT,10
2025-09-27,RJ-BR,ORS-PKT,185
2025-09-27,RJ-BR,ACT-TAB,10
2025-09-28,RJ-BR,PARA-500,243
2025-09-28,RJ-BR,IV-RL,26
2025-09-28,RJ-BR,NS1-KIT,2
2025-09-28,RJ-BR,ORS-PKT,107
2025-09-28,RJ-BR,ACT-TAB,2
2025-09-29,RJ-BR,PARA-500,595
2025-09-29,RJ-BR,IV-RL,27
2025-09-29,RJ-BR,NS1-KIT,7
2025-09-29,RJ-BR,ORS-PKT,134
2025-09-29,RJ-BR,ACT-TAB,2
2025-09-30,RJ-BR,PARA-500,604
2025-09-30,RJ-BR,IV-RL,39
2025-09-30,RJ-BR,NS1-KIT,7
2025-09-30,RJ-BR,ORS-PKT,138
2025-09-30,RJ-BR,ACT-TAB,10
2025-10-01,RJ-BR,PARA-500,766
2025-10-01,RJ-BR,IV-RL,31
2025-10-01,RJ-BR,NS1-KIT,5
2025-10-01,RJ-BR,ORS-PKT,100
2025-10-01,RJ-BR,ACT-TAB,12
2025-10-02,RJ-BR,PARA-500,692
2025-10-02,RJ-BR,IV-RL,34
2025-10-02,RJ-BR,NS1-KIT,8
2025-10-02,RJ-BR,ORS-PKT,150
2025-10-02,RJ-BR,ACT-TAB,9
2025-10-03,RJ-BR,PARA-500,862
2025-10-03,RJ-BR,IV-RL,62
2025-10-03,RJ-BR,NS1-KIT,16
2025-10-03,RJ-BR,ORS-PKT,224
2025-10-03,RJ-BR,ACT-TAB,3
2025-10-04,RJ-BR,PARA-500,979
2025-10-04,RJ-BR,IV-RL,68
2025-10-04,RJ-BR,NS1-KIT,9
2025-10-04,RJ-BR,ORS-PKT,214
2025-10-04,RJ-BR,ACT-TAB,21
2025-10-05,RJ-BR,PARA-500,510
2025-10-05,RJ-BR,IV-RL,49
2025-10-05,RJ-BR,NS1-KIT,4
2025-10-05,RJ-BR,ORS-PKT,220
2025-10-05,RJ-BR,ACT-TAB,4
2025-10-06,RJ-BR,PARA-500,412
2025-10-06,RJ-BR,IV-RL,30
2025-10-06,RJ-BR,NS1-KIT,4
2025-10-06,RJ-BR,ORS-PKT,104
2025-10-06,RJ-BR,ACT-TAB,5
2025-10-07,RJ-BR,PARA-500,864
2025-10-07,RJ-BR,IV-RL,43
2025-10-07,RJ-BR,NS1-KIT,20
2025-10-07,RJ-BR,ORS-PKT,170
2025-10-07,RJ-BR,ACT-TAB,0
2025-10-08,RJ-BR,PARA-500,315
2025-10-08,RJ-BR,IV-RL,25
2025-10-08,RJ-BR,NS1-KIT,4
2025-10-08,RJ-BR,ORS-PKT,71
2025-10-08,RJ-BR,ACT-TAB,0
2025-10-09,RJ-BR,PARA-500,288
2025-10-09,RJ-BR,IV-RL,6
2025-10-09,RJ-BR,NS1-KIT,1
2025-10-09,RJ-BR,ORS-PKT,30
2025-10-09,RJ-BR,ACT-TAB,2
2025-10-10,RJ-BR,PARA-500,254
2025-10-10,RJ-BR,IV-RL,16
2025-10-10,RJ-BR,NS1-KIT,1
2025-10-10,RJ-BR,ORS-PKT,54
2025-10-10,RJ-BR,ACT-TAB,1
2025-10-11,RJ-BR,PARA-500,237
2025-10-11,RJ-BR,IV-RL,15
2025-10-11,RJ-BR,NS1-KIT,2
2025-10-11,RJ-BR,ORS-PKT,37
2025-10-11,RJ-BR,ACT-TAB,0
2025-10-12,RJ-BR,PARA-500,177
2025-10-12,RJ-BR,IV-RL,13
2025-10-12,RJ-BR,NS1-KIT,1
2025-10-12,RJ-BR,ORS-PKT,39
2025-10-12,RJ-BR,ACT-TAB,0
2025-10-13,RJ-BR,PARA-500,171
2025-10-13,RJ-BR,IV-RL,15
2025-10-13,RJ-BR,NS1-KIT,0
2025-10-13,RJ-BR,ORS-PKT,57
2025-10-13,RJ-BR,ACT-TAB,0
2025-10-14,RJ-BR,PARA-500,212
2025-10-14,RJ-BR,IV-RL,30
2025-10-14,RJ-BR,NS1-KIT,0
2025-10-14,RJ-BR,ORS-PKT,100
2025-10-14,RJ-BR,ACT-TAB,0
2025-10-15,RJ-BR,PARA-500,97
2025-10-15,RJ-BR,IV-RL,13
2025-10-15,RJ-BR,NS1-KIT,0
2025-10-15,RJ-BR,ORS-PKT,47
2025-10-15,RJ-BR,ACT-TAB,0
2025-10-16,RJ-BR,PARA-500,132
2025-10-16,RJ-BR,IV-RL,7
2025-10-16,RJ-BR,NS1-KIT,0
2025-10-16,RJ-BR,ORS-PKT,35
2025-10-16,RJ-BR,ACT-TAB,0
2025-10-17,RJ-BR,PARA-500,229
2025-10-17,RJ-BR,IV-RL,13
2025-10-17,RJ-BR,NS1-KIT,0
2025-10-17,RJ-BR,ORS-PKT,35
2025-10-17,RJ-BR,ACT-TAB,0
2025-10-18,RJ-BR,PARA-500,188
2025-10-18,RJ-BR,IV-RL,18
2025-10-18,RJ-BR,NS1-KIT,0
2025-10-18,RJ-BR,ORS-PKT,59
2025-10-18,RJ-BR,ACT-TAB,0
2025-10-19,RJ-BR,PARA-500,106
2025-10-19,RJ-BR,IV-RL,25
2025-10-19,RJ-BR,NS1-KIT,0
2025-10-19,RJ-BR,ORS-PKT,96
2025-10-19,RJ-BR,ACT-TAB,0
2025-10-20,RJ-BR,PARA-500,131
2025-10-20,RJ-BR,IV-RL,9
2025-10-20,RJ-BR,NS1-KIT,0
2025-10-20,RJ-BR,ORS-PKT,42
2025-10-20,RJ-BR,ACT-TAB,0
2025-10-21,RJ-BR,PARA-500,154
2025-10-21,RJ-BR,IV-RL,9
2025-10-21,RJ-BR,NS1-KIT,0
2025-10-21,RJ-BR,ORS-PKT,39
2025-10-21,RJ-BR,ACT-TAB,0
2025-10-22,RJ-BR,PARA-500,183
2025-10-22,RJ-BR,IV-RL,11
2025-10-22,RJ-BR,NS1-KIT,0
2025-10-22,RJ-BR,ORS-PKT,58
2025-10-22,RJ-BR,ACT-TAB,0
2025-10-23,RJ-BR,PARA-500,165
2025-10-23,RJ-BR,IV-RL,8
2025-10-23,RJ-BR,NS1-KIT,0
2025-10-23,RJ-BR,ORS-PKT,32
2025-10-23,RJ-BR,ACT-TAB,0
2025-10-24,RJ-BR,PARA-500,159
2025-10-24,RJ-BR,IV-RL,9
2025-10-24,RJ-BR,NS1-KIT,0
2025-10-24,RJ-BR,ORS-PKT,31
2025-10-24,RJ-BR,ACT-TAB,0
2025-10-25,RJ-BR,PARA-500,132
2025-10-25,RJ-BR,IV-RL,12
2025-10-25,RJ-BR,NS1-KIT,0
2025-10-25,RJ-BR,ORS-PKT,43
2025-10-25,RJ-BR,ACT-TAB,0
2025-10-26,RJ-BR,PARA-500,108
2025-10-26,RJ-BR,IV-RL,79
2025-10-26,RJ-BR,NS1-KIT,0
2025-10-26,RJ-BR,ORS-PKT,275
2025-10-26,RJ-BR,ACT-TAB,0
2025-10-27,RJ-BR,PARA-500,142
2025-10-27,RJ-BR,IV-RL,8
2025-10-27,RJ-BR,NS1-KIT,0
2025-10-27,RJ-BR,ORS-PKT,36
2025-10-27,RJ-BR,ACT-TAB,0
2025-10-28,RJ-BR,PARA-500,185
2025-10-28,RJ-BR,IV-RL,10
2025-10-28,RJ-BR,NS1-KIT,0
2025-10-28,RJ-BR,ORS-PKT,30
2025-10-28,RJ-BR,ACT-TAB,0
2025-10-29,RJ-BR,PARA-500,116
2025-10-29,RJ-BR,IV-RL,9
2025-10-29,RJ-BR,NS1-KIT,0
2025-10-29,RJ-BR,ORS-PKT,34
2025-10-29,RJ-BR,ACT-TAB,0
2025-10-30,RJ-BR,PARA-500,149
2025-10-30,RJ-BR,IV-RL,6
2025-10-30,RJ-BR,NS1-KIT,0
2025-10-30,RJ-BR,ORS-PKT,19
2025-10-30,RJ-BR,ACT-TAB,0
2025-10-31,RJ-BR,PARA-500,178
2025-10-31,RJ-BR,IV-RL,22
2025-10-31,RJ-BR,NS1-KIT,0
2025-10-31,RJ-BR,ORS-PKT,71
2025-10-31,RJ-BR,ACT-TAB,0
2025-11-01,RJ-BR,PARA-500,155
2025-11-01,RJ-BR,IV-RL,5
2025-11-01,RJ-BR,NS1-KIT,0
2025-11-01,RJ-BR,ORS-PKT,23
2025-11-01,RJ-BR,ACT-TAB,0
2025-11-02,RJ-BR,PARA-500,140
2025-11-02,RJ-BR,IV-RL,9
2025-11-02,RJ-BR,NS1-KIT,0
2025-11-02,RJ-BR,ORS-PKT,36
2025-11-02,RJ-BR,ACT-TAB,0
2025-11-03,RJ-BR,PARA-500,143
2025-11-03,RJ-BR,IV-RL,26
2025-11-03,RJ-BR,NS1-KIT,0
2025-11-03,RJ-BR,ORS-PKT,80
2025-11-03,RJ-BR,ACT-TAB,0
2025-11-04,RJ-BR,PARA-500,183
2025-11-04,RJ-BR,IV-RL,15
2025-11-04,RJ-BR,NS1-KIT,0
2025-11-04,RJ-BR,ORS-PKT,41
2025-11-04,RJ-BR,ACT-TAB,0
2025-11-05,RJ-BR,PARA-500,103
2025-11-05,RJ-BR,IV-RL,13
2025-11-05,RJ-BR,NS1-KIT,0
2025-11-05,RJ-BR,ORS-PKT,48
2025-11-05,RJ-BR,ACT-TAB,0
2025-11-06,RJ-BR,PARA-500,177
2025-11-06,RJ-BR,IV-RL,8
2025-11-06,RJ-BR,NS1-KIT,0
2025-11-06,RJ-BR,ORS-PKT,36
2025-11-06,RJ-BR,ACT-TAB,0
2025-11-07,RJ-BR,PARA-500,57
2025-11-07,RJ-BR,IV-RL,16
2025-11-07,RJ-BR,NS1-KIT,0
2025-11-07,RJ-BR,ORS-PKT,70
2025-11-07,RJ-BR,ACT-TAB,0
2025-11-08,RJ-BR,PARA-500,144
2025-11-08,RJ-BR,IV-RL,11
2025-11-08,RJ-BR,NS1-KIT,0
2025-11-08,RJ-BR,ORS-PKT,33
2025-11-08,RJ-BR,ACT-TAB,0
2025-11-09,RJ-BR,PARA-500,139
2025-11-09,RJ-BR,IV-RL,12
2025-11-09,RJ-BR,NS1-KIT,0
2025-11-09,RJ-BR,ORS-PKT,36
2025-11-09,RJ-BR,ACT-TAB,0
2025-11-10,RJ-BR,PARA-500,109
2025-11-10,RJ-BR,IV-RL,16
2025-11-10,RJ-BR,NS1-KIT,0
2025-11-10,RJ-BR,ORS-PKT,57
2025-11-10,RJ-BR,ACT-TAB,0
2025-11-11,RJ-BR,PARA-500,171
2025-11-11,RJ-BR,IV-RL,5
2025-11-11,RJ-BR,NS1-KIT,0
2025-11-11,RJ-BR,ORS-PKT,23
2025-11-11,RJ-BR,ACT-TAB,0
2025-11-12,RJ-BR,PARA-500,174
2025-11-12,RJ-BR,IV-RL,8
2025-11-12,RJ-BR,NS1-KIT,0
2025-11-12,RJ-BR,ORS-PKT,33
2025-11-12,RJ-BR,ACT-TAB,0
2025-11-13,RJ-BR,PARA-500,190
2025-11-13,RJ-BR,IV-RL,9
2025-11-13,RJ-BR,NS1-KIT,0
2025-11-13,RJ-BR,ORS-PKT,41
2025-11-13,RJ-BR,ACT-TAB,0
2025-11-14,RJ-BR,PARA-500,115
2025-11-14,RJ-BR,IV-RL,13
2025-11-14,RJ-BR,NS1-KIT,0
2025-11-14,RJ-BR,ORS-PKT,51
2025-11-14,RJ-BR,ACT-TAB,0
2025-11-15,RJ-BR,PARA-500,180
2025-11-15,RJ-BR,IV-RL,13
2025-11-15,RJ-BR,NS1-KIT,0
2025-11-15,RJ-BR,ORS-PKT,43
2025-11-15,RJ-BR,ACT-TAB,0
2025-11-16,RJ-BR,PARA-500,152
2025-11-16,RJ-BR,IV-RL,9
2025-11-16,RJ-BR,NS1-KIT,0
2025-11-16,RJ-BR,ORS-PKT,34
2025-11-16,RJ-BR,ACT-TAB,0
2025-11-17,RJ-BR,PARA-500,161
2025-11-17,RJ-BR,IV-RL,8
2025-11-17,RJ-BR,NS1-KIT,0
2025-11-17,RJ-BR,ORS-PKT,35
2025-11-17,RJ-BR,ACT-TAB,0
2025-11-18,RJ-BR,PARA-500,110
2025-11-18,RJ-BR,IV-RL,15
2025-11-18,RJ-BR,NS1-KIT,0
2025-11-18,RJ-BR,ORS-PKT,50
2025-11-18,RJ-BR,ACT-TAB,0
2025-11-19,RJ-BR,PARA-500,156
2025-11-19,RJ-BR,IV-RL,10
2025-11-19,RJ-BR,NS1-KIT,0
2025-11-19,RJ-BR,ORS-PKT,24
2025-11-19,RJ-BR,ACT-TAB,0
2025-11-20,RJ-BR,PARA-500,116
2025-11-20,RJ-BR,IV-RL,18
2025-11-20,RJ-BR,NS1-KIT,0
2025-11-20,RJ-BR,ORS-PKT,61
2025-11-20,RJ-BR,ACT-TAB,0
2025-11-21,RJ-BR,PARA-500,188
2025-11-21,RJ-BR,IV-RL,11
2025-11-21,RJ-BR,NS1-KIT,0
2025-11-21,RJ-BR,ORS-PKT,39
2025-11-21,RJ-BR,ACT-TAB,0
2025-11-22,RJ-BR,PARA-500,120
2025-11-22,RJ-BR,IV-RL,9
2025-11-22,RJ-BR,NS1-KIT,0
2025-11-22,RJ-BR,ORS-PKT,31
2025-11-22,RJ-BR,ACT-TAB,0
